ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached_on_Time
496;C;Ship;4;3;264;2;low;F;38;3877;yes
497;F;Road;6;3;297;4;medium;F;2;1520;yes
498;D;Ship;6;5;310;4;medium;F;10;1553;no
499;F;Ship;3;5;136;3;medium;F;7;4147;no
500;D;Ship;2;2;188;4;medium;M;39;2424;yes
501;D;Flight;7;1;291;4;low;M;2;1216;yes
502;F;Ship;3;3;151;3;medium;F;1;5297;no
503;A;Ship;4;2;136;4;medium;M;9;5038;no
504;A;Ship;5;2;198;3;low;F;44;3706;yes
505;C;Ship;4;2;168;2;medium;M;1;5154;no
506;C;Road;4;3;213;3;medium;M;7;5947;no
507;D;Ship;3;4;232;3;medium;F;1;4228;yes
508;B;Ship;4;4;261;5;medium;F;2;1690;yes
509;F;Ship;4;1;222;3;medium;M;45;3158;yes
510;F;Ship;3;4;226;3;low;F;7;4411;yes
511;F;Ship;5;2;263;2;medium;F;51;1657;yes
512;F;Ship;4;2;268;4;low;F;3;5275;no
513;F;Road;4;5;167;2;low;F;7;4289;yes
514;B;Ship;4;1;237;3;low;F;10;5381;no
515;F;Flight;4;4;213;4;low;M;2;5857;yes
516;C;Ship;6;4;237;5;medium;F;10;5434;no
517;C;Flight;4;5;207;2;medium;F;49;3736;yes
518;A;Road;4;1;174;3;low;M;7;4813;yes
519;F;Road;2;1;296;5;medium;M;29;1648;yes
520;F;Ship;5;1;;6;low;M;2;1258;yes
521;F;Ship;3;4;208;3;medium;F;23;2100;yes
522;F;Ship;6;3;244;5;medium;F;5;1092;no
523;C;Ship;2;5;176;3;low;F;4;5463;no
524;A;Road;5;1;151;3;medium;F;1;4981;no
525;D;Ship;2;5;277;3;medium;M;6;1032;no
526;C;Ship;3;5;246;3;medium;M;1;5650;yes
527;F;Ship;3;3;192;3;medium;M;4;5479;no
528;C;Ship;4;4;272;2;low;M;10;4826;yes
529;B;Ship;3;4;239;4;medium;F;10;5455;yes
530;B;Ship;3;1;153;2;low;M;7;5292;yes
531;D;Ship;5;1;134;3;high;F;12;1775;yes
532;D;Ship;4;5;232;2;low;M;54;2526;yes
533;D;Flight;3;3;139;2;medium;F;4;5958;yes
534;C;Ship;4;4;246;2;low;M;11;2282;yes
535;C;Ship;3;4;243;4;medium;F;10;4076;no
536;F;Flight;5;3;269;5;low;F;8;5833;yes
537;D;Ship;4;4;161;3;low;F;6;1386;yes
538;D;Ship;3;2;176;2;medium;F;1;5292;no
539;B;Flight;2;5;198;2;medium;M;4;1913;yes
540;F;Road;4;1;264;2;low;M;8;2436;yes
541;F;Ship;6;4;284;4;low;M;7;1584;no
542;A;Flight;4;1;150;3;low;F;10;4470;no
543;A;Ship;6;3;247;4;low;M;3;1616;yes
544;D;Ship;2;4;176;3;low;M;1;4509;no
545;D;Ship;3;1;271;3;medium;M;1;5486;yes
546;F;Road;3;1;268;3;medium;M;3;3040;yes
547;D;Road;3;4;247;2;medium;F;2;5016;yes
548;F;Ship;6;4;100;5;low;F;7;5668;yes
549;B;Flight;5;2;244;5;low;M;1;1875;yes
550;F;Ship;4;;272;2;low;M;21;3271;yes
551;A;Ship;7;2;301;4;low;M;1;1339;no
552;A;Ship;2;3;258;2;low;M;4;5052;yes
553;F;Flight;5;5;173;2;low;M;7;4716;no
554;D;Ship;6;2;135;5;low;M;26;1585;yes
555;A;Flight;5;3;229;5;low;F;1;1196;no
556;C;Ship;3;5;206;3;medium;F;9;5751;no
557;C;Ship;4;3;190;3;medium;F;2;2125;yes
558;A;Flight;3;4;155;3;medium;M;9;5718;yes
559;D;Ship;4;4;261;6;medium;F;10;4596;yes
560;B;Ship;6;1;271;10;medium;M;5;5459;no
561;F;Road;3;3;250;4;medium;M;1;4717;no
562;B;Ship;5;5;167;3;low;M;10;5591;no
563;F;Ship;3;4;269;2;low;F;8;5294;yes
564;A;Ship;6;2;301;4;medium;M;10;1747;yes
565;D;Ship;4;3;246;3;low;F;5;5118;no
566;B;Ship;4;2;267;5;low;M;9;4720;yes
567;F;Ship;3;5;265;3;medium;F;8;5980;no
568;C;Ship;3;2;148;4;medium;F;38;1322;yes
569;F;Flight;4;2;219;3;low;M;2;3402;yes
570;C;Flight;4;3;262;4;high;F;2;4783;yes
571;F;Flight;4;4;146;2;low;M;52;1459;yes
572;B;Flight;3;3;207;7;medium;M;19;2182;yes
573;F;Ship;4;2;206;2;medium;M;4;5159;no
574;D;Ship;4;1;133;4;medium;M;64;1834;yes
575;A;Ship;3;4;242;5;low;M;5;2307;yes
576;D;Ship;4;3;260;3;low;M;1;4796;no
577;D;Ship;5;5;217;6;medium;M;1;1761;no
578;F;Flight;4;1;146;3;low;F;1;4831;yes
579;F;Road;4;1;226;5;low;M;9;1530;no
580;C;Ship;6;3;297;4;medium;M;2;1954;no
581;D;Ship;4;3;236;3;low;M;1;4752;no
582;F;Ship;3;2;226;4;medium;F;8;5225;no
583;C;Ship;4;4;274;6;low;M;10;1355;yes
584;A;Ship;4;2;210;3;medium;F;1;4379;yes
585;F;Ship;3;5;230;4;low;F;5;4450;yes
586;B;Ship;5;2;239;2;medium;F;15;2471;yes
587;A;Ship;4;3;162;3;low;M;53;1194;yes
588;C;Ship;3;1;166;3;medium;M;4;4716;no
589;B;Ship;4;4;170;2;low;M;34;1512;yes
590;A;Ship;6;1;289;4;low;M;3;1181;yes
591;B;Ship;3;3;157;3;medium;M;10;4877;no
592;C;Ship;5;3;246;5;low;M;2;1185;no
593;B;Flight;5;5;232;5;medium;F;6;1246;no
594;F;Road;4;4;258;3;high;M;2;5420;no
595;B;Ship;7;2;277;5;low;F;1;1700;yes
596;A;Ship;2;3;211;3;medium;F;55;3842;yes
597;A;Ship;3;4;255;2;medium;F;7;4332;yes
598;C;Ship;4;1;240;8;medium;M;1;4638;no
599;F;Ship;5;2;248;5;low;F;3;1046;yes
600;B;Ship;5;3;245;4;low;M;1;5743;no
601;C;Ship;4;1;252;3;medium;M;4;5540;no
602;C;Road;5;4;179;6;medium;M;1;5433;no
603;C;Ship;4;2;273;3;low;M;2;5712;no
604;B;;5;1;146;3;high;F;3;4345;yes
605;F;Ship;5;4;242;5;low;M;1;1571;yes
606;C;Ship;3;5;180;4;medium;F;59;1481;yes
607;A;Ship;4;5;185;3;low;F;2;4336;yes
608;D;Flight;4;5;233;6;low;M;8;1176;no
609;F;Ship;4;5;274;3;medium;M;4;4521;no
610;A;Ship;5;4;270;2;high;F;43;2971;yes
611;C;Ship;4;4;131;3;medium;F;10;4625;no
612;F;Ship;6;3;166;3;low;F;2;5559;no
613;B;Road;5;3;160;3;high;M;25;1977;yes
614;D;Road;5;3;243;6;low;F;1;1856;no
615;A;Ship;4;1;251;3;low;F;33;2502;yes
616;C;Ship;4;4;176;3;high;M;34;1283;yes
617;A;Ship;4;5;159;5;low;F;7;4063;no
618;D;Road;6;4;305;4;low;F;1;1384;no
619;F;Ship;4;1;139;3;low;F;56;1811;yes
620;B;Ship;6;1;261;4;medium;F;8;1524;no
621;B;Flight;4;3;225;2;high;F;4;4732;no
622;B;Flight;4;5;273;2;high;M;63;3516;yes
623;D;Flight;4;4;200;3;low;M;19;2976;yes
624;D;Ship;5;3;257;5;medium;M;5;4183;no
625;F;Flight;4;2;270;5;low;F;5;1747;yes
626;B;Flight;5;2;200;2;low;F;2;2075;yes
627;B;Ship;3;2;195;10;low;F;9;4256;no
628;A;Flight;5;3;143;2;medium;M;5;5612;yes
629;D;Flight;4;4;210;2;high;M;6;4076;no
630;F;Ship;4;5;249;2;medium;F;10;4562;no
631;F;Ship;5;1;256;7;low;F;50;3837;yes
632;F;Road;3;1;252;2;low;M;9;5050;no
633;D;Ship;3;2;249;5;medium;F;6;1887;no
634;B;Ship;3;3;188;2;medium;F;2;4336;no
635;F;Road;3;3;163;3;medium;M;2;5791;yes
636;F;Ship;4;4;194;4;low;F;10;5024;no
637;C;Ship;4;5;254;3;medium;F;3;4404;no
638;B;Road;4;1;194;2;medium;F;3;5503;no
639;D;Ship;4;5;200;4;low;F;1;4885;no
640;D;Ship;5;4;215;2;medium;M;34;2713;yes
641;B;Flight;5;5;240;3;medium;F;12;2723;yes
642;A;Flight;3;1;166;2;low;F;7;4375;no
643;A;Ship;4;3;280;6;high;M;8;4525;no
644;F;Ship;6;2;152;2;low;M;6;1711;no
645;A;Flight;4;1;172;3;medium;M;7;4883;no
646;B;Ship;4;1;155;3;low;F;4;5666;no
647;D;Road;3;5;134;3;low;F;10;4693;no
648;F;Ship;4;4;233;3;medium;F;14;2522;yes
649;F;Road;3;1;202;2;high;M;52;2312;yes
650;F;Road;4;5;201;10;low;F;7;5340;no
651;F;Ship;5;5;216;4;medium;F;1;4092;yes
652;B;Ship;3;5;192;4;medium;F;7;4741;yes
653;F;Ship;5;3;243;5;medium;M;8;1223;yes
654;D;Road;4;5;181;3;medium;M;1;5310;no
655;A;Ship;3;2;238;8;medium;M;3;4388;yes
656;D;Ship;2;5;155;5;low;F;6;1639;no
657;F;;3;3;153;5;low;M;35;1089;yes
658;F;Ship;2;1;187;3;medium;F;3;5922;no
659;A;Ship;4;5;164;2;low;F;9;5453;no
660;B;Ship;4;1;259;3;low;M;39;2427;yes
661;F;Road;2;5;271;3;low;F;6;5471;yes
662;F;Ship;3;3;134;3;medium;F;8;4950;no
663;F;Ship;4;3;186;3;low;M;2;4437;yes
664;B;Flight;5;1;264;2;medium;F;3;4056;yes
665;F;Ship;4;2;223;3;medium;M;3;5121;no
666;B;Ship;4;3;237;3;medium;F;8;5045;yes
667;C;Ship;5;1;245;5;low;M;7;1038;no
668;A;Flight;3;4;224;2;low;M;8;4162;no
669;F;Ship;5;3;121;2;medium;F;4;5231;yes
670;F;Ship;3;2;154;3;low;F;6;5540;yes
671;F;Ship;4;4;127;4;high;M;54;1239;yes
672;F;Flight;4;2;192;4;low;F;61;2256;yes
673;A;Ship;5;5;227;5;medium;M;5;1186;no
674;A;Ship;3;3;179;3;medium;F;41;1892;yes
675;A;Road;5;2;155;3;low;F;10;4485;yes
676;B;Ship;7;4;291;4;high;M;4;1248;yes
677;B;Ship;4;3;184;3;low;F;5;4712;yes
678;B;Ship;4;1;134;2;medium;F;7;5967;no
679;D;Ship;5;5;287;4;low;M;4;1509;yes
680;A;Ship;3;3;307;5;low;F;3;1578;yes
681;F;Ship;4;2;275;5;low;F;6;1438;no
682;C;Flight;3;3;197;3;medium;M;8;4568;no
683;A;Ship;3;1;146;2;medium;F;8;5375;no
684;D;Ship;2;5;109;3;medium;M;12;1715;yes
685;D;Ship;7;5;133;5;low;F;7;1239;yes
686;B;Ship;2;2;161;3;low;F;5;5999;yes
687;B;Ship;7;5;289;4;low;M;9;1904;no
688;F;Ship;5;2;285;4;medium;F;7;1666;yes
689;A;Ship;4;3;201;2;low;F;10;4875;no
690;C;Ship;7;3;301;4;medium;M;1;1966;yes
691;F;Ship;5;1;271;5;low;F;5;1869;yes
692;F;Flight;4;2;273;2;low;F;9;3383;yes
693;B;Flight;3;4;140;3;low;M;3;5300;no
694;D;Flight;5;3;154;2;low;M;3;5440;yes
695;C;Ship;7;5;265;4;low;F;1;1601;no
696;B;Ship;2;1;143;3;low;M;4;4512;no
697;A;Flight;6;2;205;5;medium;F;61;2018;yes
698;C;Ship;5;2;203;2;medium;F;2;4712;yes
699;F;Ship;3;3;152;2;medium;M;3;4193;yes
700;C;Ship;4;1;201;10;medium;M;37;3402;yes
701;C;Flight;3;3;159;2;medium;F;6;5269;no
702;B;Ship;6;1;170;3;low;F;10;4858;no
703;B;Ship;3;3;193;3;medium;F;29;3453;yes
704;F;Ship;3;3;239;3;low;M;8;5366;yes
705;D;Ship;4;5;117;5;medium;F;1;4378;no
706;D;Ship;6;2;255;4;low;M;9;1157;no
707;A;Flight;4;2;236;3;medium;M;9;4725;no
708;C;Ship;3;5;212;3;low;F;2;2456;yes
709;B;Road;4;3;102;3;medium;F;3;4845;yes
710;F;Ship;4;2;265;4;medium;M;3;4283;yes
711;C;Ship;4;2;213;4;low;F;37;2184;yes
712;F;Flight;3;3;154;4;medium;F;62;1616;yes
713;D;Ship;4;5;163;2;medium;F;10;5529;yes
714;F;Ship;2;2;156;4;high;M;9;4184;yes
715;D;Ship;4;2;261;2;medium;F;4;5926;yes
716;D;Road;3;5;271;4;low;M;51;1134;yes
717;F;Ship;4;2;216;2;low;F;26;2431;yes
718;D;Ship;4;4;252;5;medium;M;1;1539;yes
719;A;Flight;6;2;243;4;high;M;2;1665;yes
720;F;Ship;3;1;187;2;low;M;6;5448;no
721;B;Flight;3;5;157;3;medium;F;4;1889;yes
722;B;Ship;4;3;233;5;low;M;5;1799;yes
723;F;Ship;5;1;201;3;low;F;47;2657;yes
724;D;Ship;7;1;264;4;medium;F;9;1829;yes
725;C;Ship;4;2;207;3;medium;F;5;4702;yes
726;F;Ship;2;4;140;3;low;F;33;1278;yes
727;C;Ship;5;5;261;8;medium;M;39;2103;yes
728;C;Ship;4;2;174;3;low;M;4;5625;no
729;A;Flight;5;4;233;2;low;F;7;4597;yes
730;A;Ship;4;4;149;2;medium;F;19;1665;yes
731;D;Ship;4;5;195;5;medium;F;10;3537;yes
732;B;Ship;4;3;218;2;medium;M;6;4414;yes
733;B;Ship;4;3;198;7;medium;F;1;5315;no
734;B;Ship;3;1;180;7;medium;M;10;5536;no
735;F;Road;6;3;304;5;medium;F;6;1184;no
736;C;Ship;3;5;242;3;medium;M;19;3753;yes
737;F;Road;3;1;187;2;low;F;10;5064;yes
738;F;Ship;4;1;272;2;low;M;2;5022;no
739;C;Ship;4;2;192;3;low;F;4;5578;yes
740;C;Ship;3;4;252;2;high;M;9;4278;no
741;B;Ship;3;2;202;2;medium;F;7;5328;no
742;F;Ship;4;2;266;2;low;F;8;5516;no
743;F;Ship;4;3;274;5;low;M;5;1512;no
744;F;Road;5;5;284;6;low;M;9;3912;yes
745;B;Ship;4;2;151;3;medium;M;8;4390;yes
746;D;Road;4;5;170;3;medium;M;3;4695;yes
747;A;Ship;4;5;181;2;medium;M;59;2239;yes
748;D;Ship;3;3;255;3;medium;M;23;3764;yes
749;A;Ship;3;3;218;3;low;F;4;5086;yes
750;B;Ship;4;5;216;3;medium;M;1;5167;yes
751;B;Ship;4;4;231;5;low;F;6;5482;no
752;F;Ship;3;1;140;2;low;F;6;1435;yes
753;A;Road;4;1;220;5;low;F;9;1817;no
754;D;Ship;3;1;136;2;medium;F;61;1509;yes
755;C;Ship;7;5;308;4;medium;M;6;1165;no
756;B;Ship;2;5;259;3;low;M;3;4770;yes
757;F;Flight;4;3;158;3;medium;F;57;1911;yes
758;F;Flight;6;1;254;4;medium;F;3;1488;yes
759;B;Ship;3;3;203;3;medium;F;8;5929;no
760;F;Ship;6;5;249;5;medium;M;26;3897;yes
761;F;Ship;4;3;211;3;high;M;12;3922;yes
762;D;Ship;4;3;191;3;high;F;45;3714;yes
763;F;Ship;5;5;225;5;low;F;9;1646;yes
764;F;Flight;6;1;272;4;low;F;2;1018;no
765;F;Ship;4;4;185;3;low;F;2;5288;yes
766;F;Ship;3;2;270;3;low;F;63;2751;yes
767;A;Ship;4;3;211;7;high;M;9;5652;yes
768;C;Ship;5;5;259;3;medium;F;1;4608;no
769;F;Ship;4;4;104;4;low;M;6;4323;yes
770;B;Ship;4;1;227;2;high;M;60;3080;yes
771;D;Ship;4;2;168;6;medium;F;9;4030;no
772;F;Ship;3;4;212;2;medium;F;56;3976;yes
773;F;Ship;3;1;202;3;low;F;51;3551;yes
774;F;Ship;4;1;271;2;medium;F;8;2401;yes
775;A;Road;4;1;242;3;high;M;47;3489;yes
776;B;Flight;4;1;254;2;low;M;10;4230;yes
777;B;Ship;3;2;180;2;low;F;6;1811;yes
778;F;Ship;6;5;254;4;low;F;2;1824;no
779;D;Ship;4;3;192;4;low;F;3;1406;yes
780;F;Ship;5;3;238;2;medium;F;21;2053;yes
781;B;Road;2;1;185;6;medium;F;7;4138;yes
782;F;Ship;6;1;144;4;low;F;5;5121;no
783;D;Ship;5;4;132;6;low;F;8;1327;yes
784;F;Ship;5;4;133;2;medium;M;30;1161;yes
785;D;Ship;6;1;145;3;medium;F;1;4346;yes
786;F;Flight;5;2;263;3;low;M;9;4699;yes
787;A;Flight;5;5;137;3;medium;F;5;4814;no
788;B;Ship;2;1;207;4;low;M;1;5742;no
789;F;Ship;7;1;301;4;low;F;6;1052;yes
790;D;Ship;6;4;270;4;low;F;10;1199;yes
791;B;Ship;5;3;257;5;low;F;8;1409;no
792;C;Flight;3;3;183;3;high;F;6;3364;yes
793;C;Ship;3;4;151;3;low;M;2;5712;yes
794;F;Ship;4;5;143;3;medium;F;8;4142;yes
795;D;Ship;4;3;185;3;medium;M;3;3131;yes
796;D;Ship;2;5;238;4;medium;M;9;4086;no
797;A;Ship;3;2;164;10;high;F;28;1940;yes
798;C;Ship;4;2;201;3;medium;F;39;2066;yes
799;D;Flight;5;2;193;2;low;F;1;2775;yes
800;D;Ship;3;4;177;2;medium;M;3;4240;yes
801;F;Ship;4;2;216;2;medium;F;22;3024;yes
802;D;Flight;3;4;225;2;high;M;5;5997;no
803;D;Ship;4;2;156;2;medium;M;5;4467;yes
804;D;Ship;6;4;225;4;medium;M;10;4723;no
805;A;Ship;6;1;282;4;low;M;7;1758;no
806;B;Ship;3;1;161;3;low;F;57;1918;yes
807;F;Flight;4;1;152;3;medium;F;3;4250;yes
808;C;Ship;5;4;243;3;low;F;35;2899;yes
809;C;Ship;5;3;198;4;medium;M;2;5316;no
810;F;Flight;4;2;172;3;medium;F;59;1858;yes
811;B;Ship;3;5;252;4;low;F;7;5328;yes
812;A;Ship;4;2;249;3;low;F;9;5459;yes
813;D;Ship;4;2;265;2;low;M;2;5649;no
814;A;Ship;3;3;195;3;low;M;1;4224;no
815;A;Ship;5;3;210;2;low;M;19;3920;yes
816;B;Road;;2;219;4;low;M;;5660;no
817;C;Road;6;1;132;4;medium;M;5;5235;yes
818;F;Ship;4;5;219;3;medium;M;27;3684;yes
819;D;Flight;5;2;268;3;medium;M;8;5385;yes
820;A;Road;2;2;163;3;low;M;5;5887;no
821;F;Ship;3;4;212;2;high;M;13;2733;yes
822;C;Ship;4;3;200;2;medium;M;65;3485;yes
823;C;Ship;3;5;236;3;medium;F;1;5220;no
824;A;Flight;6;5;250;4;low;M;8;1689;no
825;F;Road;3;4;160;4;low;M;1;5341;no
826;F;Ship;6;2;247;4;medium;M;1;1668;no
827;A;Ship;5;5;246;5;low;F;6;1911;no
828;F;Ship;2;1;200;3;medium;M;34;2199;yes
829;F;Ship;3;5;271;2;medium;M;7;4958;no
830;C;Ship;4;4;247;6;low;F;4;1044;no
831;F;Ship;5;1;181;3;low;F;3;5118;no
832;F;Ship;3;2;209;3;medium;M;54;3001;yes
833;C;Ship;3;5;270;3;medium;M;7;5477;yes
834;D;Ship;6;3;260;4;low;F;10;1140;no
835;D;Ship;6;5;261;4;low;F;3;1217;yes
836;D;Ship;5;4;140;4;low;M;3;4018;no
837;A;Road;4;2;252;5;medium;M;7;1134;yes
838;C;Ship;3;5;175;2;low;F;40;1460;yes
839;A;Flight;3;3;253;4;medium;F;57;2489;yes
840;D;Flight;5;1;198;4;low;F;5;5025;yes
841;A;Ship;4;5;218;5;low;M;8;1574;yes
842;C;Road;5;5;128;5;low;M;34;1008;yes
843;D;Ship;4;3;169;10;medium;F;6;5106;yes
844;A;Ship;5;5;228;3;medium;F;8;4731;yes
845;C;Ship;5;2;254;2;low;F;5;4985;yes
846;F;Ship;4;2;222;3;high;F;9;5337;no
847;F;Ship;5;3;206;3;low;F;1;4645;no
848;C;Road;3;1;221;3;high;M;3;5005;yes
849;A;Ship;5;5;194;4;medium;F;4;4003;no
850;B;Ship;5;4;211;4;low;F;4;4498;yes
851;B;Ship;5;1;241;4;medium;M;7;5519;yes
852;A;Ship;3;5;164;3;low;M;61;1473;yes
853;C;Ship;4;2;275;3;medium;M;26;2449;yes
854;F;Flight;3;5;156;3;medium;F;2;4190;yes
855;F;Ship;4;2;195;3;medium;M;8;5198;no
856;A;Ship;3;4;195;3;medium;M;23;3499;yes
857;D;Road;4;4;196;2;low;F;6;2718;yes
858;C;Ship;3;1;233;2;high;M;1;5073;yes
859;A;Ship;4;2;258;3;low;F;5;5393;yes
860;D;Ship;3;4;187;3;low;M;7;5417;no
861;B;Flight;4;3;258;2;high;M;11;2252;yes
862;F;Ship;4;4;113;3;medium;F;1;5610;yes
863;C;Ship;2;5;243;3;medium;F;9;4182;no
864;A;Ship;3;2;173;3;high;M;40;1723;yes
865;F;Ship;5;5;275;5;low;F;3;1145;no
866;F;Ship;3;3;165;2;low;M;8;5813;no
867;C;Ship;3;5;256;2;medium;F;6;5375;no
868;D;Ship;3;2;149;4;medium;F;21;1636;yes
869;C;Flight;6;1;263;6;low;M;10;5826;no
870;C;Ship;7;5;278;4;low;F;5;1126;yes
871;B;Ship;5;2;254;3;low;F;9;5714;yes
872;A;Ship;4;4;154;3;low;F;7;4106;yes
873;B;Road;4;2;227;5;low;M;7;1354;yes
874;F;Ship;6;4;264;4;low;M;1;1711;yes
875;F;Flight;6;2;282;4;medium;F;9;1385;no
876;C;Ship;3;2;183;3;medium;M;9;4282;no
877;A;Road;7;2;267;4;medium;M;8;1285;no
878;F;Ship;5;4;153;3;low;M;5;4711;yes
879;C;Ship;4;1;277;5;medium;M;3;1527;yes
880;C;Ship;4;2;223;3;medium;F;7;5977;no
881;D;Ship;4;4;199;2;medium;M;25;3705;yes
882;C;Road;3;3;273;10;medium;F;10;5574;yes
883;D;Ship;5;5;209;2;low;F;3;4348;no
884;C;Ship;5;2;246;5;medium;F;9;1876;no
885;B;Road;5;5;226;3;medium;M;23;2626;yes
886;F;Ship;4;3;173;3;low;F;7;4810;yes
887;D;Ship;5;4;225;5;low;M;7;1476;no
888;A;Road;3;1;197;2;low;M;4;3621;yes
889;B;Flight;3;1;265;4;low;M;50;2249;yes
890;D;Road;4;1;176;3;medium;F;36;1891;yes
891;A;Ship;4;1;151;6;low;M;7;4387;no
892;C;Ship;3;5;169;2;low;F;20;1021;yes
893;A;Road;4;5;234;3;low;M;3;5438;no
894;B;Ship;3;1;239;2;medium;F;2;5757;yes
895;F;Flight;4;2;180;4;medium;M;9;4329;no
896;A;Ship;6;1;247;4;low;F;4;1623;yes
897;C;Ship;2;4;194;6;medium;F;39;3770;yes
898;F;Ship;3;4;270;2;low;M;39;3690;yes
899;F;Road;5;1;184;4;medium;F;38;2232;yes
900;F;Road;4;1;198;4;medium;F;9;5382;no
901;F;Road;5;2;257;6;low;M;3;1379;yes
902;F;Ship;5;5;171;3;low;M;8;4227;no
903;F;Ship;6;4;279;4;low;F;5;1241;no
904;C;Road;4;4;192;3;medium;M;39;2943;yes
905;B;Ship;5;1;173;2;low;F;4;4242;yes
906;A;Road;3;1;132;4;medium;M;58;1067;yes
907;F;Ship;3;3;185;3;medium;F;10;4387;no
908;A;Ship;6;4;279;4;low;F;1;1621;no
909;A;Ship;5;4;235;3;low;M;3;4411;yes
910;B;Road;3;3;252;2;medium;F;48;2102;yes
911;A;Flight;4;3;181;3;medium;M;10;4541;yes
912;F;Flight;4;4;208;3;low;F;10;4919;no
913;F;Ship;5;2;262;5;low;M;4;1509;yes
914;F;Ship;6;3;285;4;medium;F;1;1606;no
915;D;Ship;5;5;203;5;medium;M;1;5356;yes
916;D;Road;3;2;269;4;medium;M;1;5797;no
917;C;Ship;7;4;281;4;low;M;9;1970;no
918;B;Ship;3;3;110;3;low;M;7;1235;yes
919;B;Ship;3;3;150;3;medium;M;9;5852;no
920;A;Ship;3;3;189;3;medium;F;1;5896;yes
921;D;Ship;4;3;162;2;low;M;2;1714;yes
922;F;Ship;6;2;279;4;medium;F;4;1148;no
923;F;Ship;4;5;251;5;medium;M;10;1683;yes
924;A;Road;4;1;231;5;medium;F;10;1144;no
925;D;Ship;7;2;279;4;medium;M;5;1210;no
926;C;Ship;4;5;208;2;medium;M;33;2170;yes
927;F;Flight;5;5;203;2;low;M;10;4790;yes
928;D;Ship;5;1;262;3;medium;F;58;3599;yes
929;F;Flight;5;1;262;6;medium;M;1;1696;no
930;D;Ship;4;1;258;3;low;F;10;4906;no
931;B;Road;6;1;286;4;low;F;3;1747;yes
932;A;Ship;4;2;156;4;medium;F;2;5795;yes
933;D;Ship;3;4;273;3;high;F;8;4530;yes
934;D;Flight;6;4;264;5;medium;F;7;1220;yes
935;B;Ship;5;3;184;4;medium;F;2;3798;yes
936;B;Ship;6;2;310;4;medium;F;5;1791;yes
937;C;Ship;5;5;141;3;high;M;41;1367;yes
938;F;Road;4;4;246;3;medium;M;5;5029;yes
939;D;Ship;5;1;149;3;low;F;9;5173;yes
940;F;Ship;4;4;209;2;medium;F;3;4407;no
941;A;Ship;5;2;174;4;medium;M;8;5627;yes
942;A;Ship;3;1;250;2;low;F;5;4232;no
943;F;Ship;4;3;272;3;medium;M;38;3705;yes
944;F;Flight;4;3;235;3;medium;F;6;4832;yes
945;D;Ship;5;2;137;3;low;F;1;5242;no
946;C;Flight;3;2;257;5;low;M;5;4130;yes
947;B;Ship;4;5;272;4;medium;F;9;5034;yes
948;D;Ship;4;3;236;4;medium;M;1;5783;yes
949;F;Ship;3;4;136;2;medium;F;54;1056;yes
950;F;Ship;5;3;223;5;medium;M;4;1817;no
951;B;Ship;3;5;152;6;low;F;32;1158;yes
952;D;Ship;4;4;156;3;low;M;20;1523;yes
953;F;Road;5;4;228;4;low;F;8;4831;yes
954;B;Ship;3;5;270;3;low;M;60;3885;yes
955;F;Ship;4;1;267;3;medium;M;37;2716;yes
956;F;Road;4;4;224;3;medium;M;9;2952;yes
957;B;Ship;4;1;175;3;medium;M;2;5861;no
958;F;Road;6;1;264;4;low;M;5;1900;no
959;D;Road;5;4;263;3;high;M;10;2538;yes
960;F;Ship;3;1;193;2;medium;F;23;2728;yes
961;F;Flight;4;3;207;2;medium;M;4;5227;yes
962;D;Ship;5;1;243;5;low;M;3;1066;yes
963;C;Flight;5;2;276;6;medium;F;6;1043;no
964;C;Ship;4;5;180;3;low;F;24;1513;yes
965;C;Ship;2;2;139;3;medium;F;23;1283;yes
966;B;Road;3;1;220;2;high;F;40;3773;yes
967;C;Ship;4;1;187;3;medium;M;8;5872;no
968;D;Ship;4;3;210;3;medium;M;11;2655;yes
969;F;Ship;3;1;267;3;low;F;57;3257;yes
970;A;Ship;3;5;237;3;low;M;55;2451;yes
971;C;Road;6;2;263;6;low;F;4;4591;yes
972;B;Flight;5;1;270;2;high;M;10;5360;no
973;F;Ship;3;3;162;2;low;F;42;1763;yes
974;C;Flight;7;5;258;4;low;F;4;1677;yes
975;A;Flight;4;2;246;3;medium;M;1;5113;no
976;F;Flight;5;1;262;5;low;M;1;1488;yes
977;F;Road;2;3;201;3;medium;M;5;5733;yes
978;B;Ship;3;2;123;4;low;F;10;5891;no
979;F;Ship;5;5;264;3;high;F;3;5835;yes
980;A;Ship;3;4;203;3;low;M;18;3127;yes
981;C;Flight;4;3;208;2;medium;F;1;5826;no
982;D;Ship;4;3;177;3;low;M;1;5282;no
983;F;Ship;4;5;159;5;medium;F;2;5654;yes
984;F;Flight;4;4;242;2;medium;M;6;5866;no
985;F;Ship;3;2;184;5;high;F;26;3336;yes
986;B;Flight;4;1;234;6;low;M;7;1711;no
987;D;Ship;2;2;168;5;medium;F;1;1885;yes
988;C;Ship;4;5;160;6;low;F;4;4684;yes
989;B;Ship;5;2;208;8;low;M;62;3450;yes
990;C;Ship;4;3;274;2;low;M;1;4762;no
991;A;Ship;5;1;230;3;low;F;43;2994;yes
992;C;Flight;3;4;243;3;low;F;60;2980;yes
